rank,title,total ratings,installs,average rating,growth (30 days),category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,Name,EU_Sales,Publisher,Genre,Year,Platform
1370,Real Cricket™ 17,731621,10.0 M,4,0.3,GAME SPORTS,482387,85634,50657,24070,88870,FALSE,LEGO Star Wars: The Video Game,0.28,Eidos Interactive,Action,2005,GC
1371,Stickman Soccer 2014,709937,10.0 M,4,0.1,GAME SPORTS,528783,71826,42348,13419,53559,FALSE,Injustice: Gods Among Us,0.34,Warner Bros. Interactive Entertainment,Fighting,2013,X360
1372,Mobile Soccer,706812,10.0 M,4,0.0,GAME SPORTS,535210,69973,33539,12723,55364,FALSE,Madden NFL 15,0.15,Electronic Arts,Sports,2014,PS3
1373,Touchgrind BMX,701459,10.0 M,3,0.4,GAME SPORTS,413726,88509,60945,31050,107227,FALSE,Disney's The Lion King,0.37,Virgin Interactive,Platform,1994,GEN
1374,Golf Battle,643614,50.0 M,4,3.0,GAME SPORTS,406123,98989,47508,21946,69046,FALSE,Ridge Racer,0.45,Sony Computer Entertainment,Racing,2004,PSP
1375,Soccer Star 2020 World Football: World Star Cup,609649,10.0 M,4,0.1,GAME SPORTS,400158,69557,39896,19853,80183,FALSE,Metroid: Other M,0.31,Nintendo,Action,2010,Wii
1376,Shooting Archery,609296,50.0 M,4,3.3,GAME SPORTS,432282,94840,40134,12280,29758,FALSE,Knockout Kings 2000,0.34,Electronic Arts,Fighting,1999,PS
1377,WWE SuperCard - Battle Cards,606187,10.0 M,4,0.2,GAME SPORTS,430874,67636,29880,16510,61285,FALSE,Gran Turismo 4 Prologue,0.47,Sony Computer Entertainment,Racing,2003,PS2
1378,Winner Soccer Evo Elite,574059,10.0 M,4,1.0,GAME SPORTS,411806,56784,33689,16799,54978,FALSE,Twisted Metal: Black,0.17,Sony Computer Entertainment,Racing,2001,PS2
1379,Basketball Shoot,560180,10.0 M,4,0.0,GAME SPORTS,367273,81332,43836,18658,49078,FALSE,NASCAR 2005: Chase for the Cup,0.54,Electronic Arts,Racing,2004,PS2
1380,NBA LIVE Mobile Basketball,535002,50.0 M,4,0.1,GAME SPORTS,386021,57440,25220,13740,52580,FALSE,Call of Duty: Black Ops,0.47,Activision,Shooter,2010,Wii
1381,Badminton League,525279,50.0 M,4,0.6,GAME SPORTS,330363,53611,38069,23007,80227,FALSE,Spider-Man: The Movie,0.28,Activision,Action,2002,XB
1382,EA SPORTS™ FIFA 21 Companion,523056,10.0 M,3,0.6,GAME SPORTS,299326,64282,33360,20314,105772,FALSE,Need For Speed: Undercover,0.08,Electronic Arts,Racing,2008,PS2
1383,Soccer Cup 2021: Free Football Games,498485,50.0 M,4,2.3,GAME SPORTS,332313,51049,33983,17175,63963,FALSE,2Xtreme,0.2,Sony Computer Entertainment,Sports,1996,PS
1384,Stickman Soccer - Classic,498367,10.0 M,4,0.0,GAME SPORTS,360612,57971,33439,10326,36018,FALSE,Far Cry 2,0.7,Ubisoft,Action,2008,PS3
1385,Soccer Super Star,496476,50.0 M,4,10.8,GAME SPORTS,350549,65548,33569,11808,35000,FALSE,Sonic Advance 3,0.52,THQ,Platform,2004,GBA
1386,Golf Star™,457537,10.0 M,4,0.1,GAME SPORTS,271186,85186,31744,14167,55251,FALSE,Final Fantasy III,0,SquareSoft,Role-Playing,1990,NES
1387,Fanatical Football,456387,10.0 M,4,121.6,GAME SPORTS,298062,52142,31748,14031,60401,FALSE,Battlefield 4,0.86,Electronic Arts,Shooter,2013,PC
1388,⚽Puppet Soccer 2014 - Big Head Football 🏆,455149,10.0 M,4,0.4,GAME SPORTS,300993,36779,23933,16155,77287,FALSE,Colin McRae Rally 3,01.05,Codemasters,Racing,2002,PS2
1389,Shooting Ball,452591,10.0 M,4,4.0,GAME SPORTS,305232,80398,36170,10098,20691,FALSE,Madden NFL 2002,0.53,Electronic Arts,Sports,2001,PS
1390,Basketball Mania,448601,10.0 M,4,0.0,GAME SPORTS,302450,61581,37015,13418,34135,FALSE,Doom (2016),0.66,Bethesda Softworks,Shooter,2016,PS4
1391,Volleyball Champions 3D - Online Sports Game,446911,10.0 M,4,0.1,GAME SPORTS,272730,64568,43604,17995,48011,FALSE,Final Fantasy XII: Revenant Wings,0.42,Square Enix,Role-Playing,2007,DS
1392,Basketball Battle,444198,10.0 M,4,0.2,GAME SPORTS,320223,52837,27370,12160,31606,FALSE,Bakugan: Battle Brawlers,0.02,Activision,Action,2009,DS
1393,Golf King - World Tour,428647,5.0 M,4,3.9,GAME SPORTS,296744,90844,23382,5097,12578,FALSE,Deus Ex: Human Revolution,0.6,Square Enix,Shooter,2011,PS3
1394,Shooting King,419893,10.0 M,4,0.2,GAME SPORTS,260223,87017,43054,10604,18993,FALSE,NBA Jam,0.16,Acclaim Entertainment,Sports,1994,SNES
1395,Homerun Battle 2,413619,5.0 M,4,0.0,GAME SPORTS,343505,38787,12196,3675,15453,FALSE,Teenage Mutant Ninja Turtles III: The Manhattan Project,0.17,Konami Digital Entertainment,Action,1991,NES
1396,Hit & Knock down,402390,10.0 M,4,0.5,GAME SPORTS,270001,58862,32812,11496,29216,FALSE,Dynasty Warriors 5,0.18,Tecmo Koei,Action,2005,PS2
1397,Table Tennis 3D,393293,10.0 M,4,0.1,GAME SPORTS,253594,58402,33719,10816,36759,FALSE,Hannah Montana: Spotlight World Tour,0.38,Disney Interactive Studios,Action,2007,Wii
1398,Fishing Paradise 3D Free+,384096,10.0 M,4,0.1,GAME SPORTS,243744,57619,35647,12745,34338,FALSE,WWE '13,0.62,THQ,Action,2012,PS3
1399,Sachin Saga Cricket Champions,379119,10.0 M,3,1.8,GAME SPORTS,229185,46052,27425,14472,61982,FALSE,Deus Ex: Human Revolution,0.48,Square Enix,Shooter,2011,X360
1400,Top Football Manager 2021,375089,10.0 M,4,0.9,GAME SPORTS,246164,59003,27066,9842,33013,FALSE,True Crime: Streets of LA,0.37,Activision,Action,2003,XB
1401,Wrestling Revolution,368562,10.0 M,4,0.4,GAME SPORTS,243719,38393,23013,13210,50224,FALSE,The Sims 2,0.56,Electronic Arts,Simulation,2005,PSP
1402,3D Pool Ball,362339,10.0 M,4,0.5,GAME SPORTS,259234,34428,21411,10471,36793,FALSE,Paper Mario,0.18,Nintendo,Role-Playing,2000,N64
1403,Stickman Basketball,356039,10.0 M,4,0.0,GAME SPORTS,258057,39470,21786,8007,28716,FALSE,Bravely Default: Flying Fairy,0.32,Nintendo,Role-Playing,2012,3DS
1404,Golf Rival,346518,10.0 M,4,2.7,GAME SPORTS,230058,62135,19781,8999,25543,FALSE,Titanfall,0.38,Electronic Arts,Shooter,2014,X360
1405,Mike V: Skateboard Party,338202,10.0 M,4,0.1,GAME SPORTS,244122,35967,19367,8170,30574,FALSE,Duke Nukem: Time to Kill,0.54,Take-Two Interactive,Shooter,1998,PS
1406,Stick Cricket Premier League,335702,5.0 M,4,0.2,GAME SPORTS,217218,48828,21665,9633,38355,FALSE,Persona 4: Golden,0.34,Atlus,Role-Playing,2012,PSV
1407,Mobile Soccer League,327608,10.0 M,4,9750.2,GAME SPORTS,210984,46272,24348,11236,34766,FALSE,Dead Rising 2,0.57,Capcom,Action,2010,PS3
1408,Virtual Table Tennis 3D,327381,10.0 M,4,0.0,GAME SPORTS,209651,37816,25667,8499,45745,FALSE,Hasbro Family Game Night 2,0.53,Electronic Arts,Misc,2009,Wii
1409,Badminton Legend,312534,10.0 M,4,0.2,GAME SPORTS,247349,22693,14726,7338,20426,FALSE,Disney Princess: Enchanted Journey,0.04,Disney Interactive Studios,Adventure,2007,Wii
1410,Retro Bowl,305429,1.0 M,4,2.9,GAME SPORTS,241707,50043,9331,1728,2617,FALSE,Gardening Mama,0.43,505 Games,Puzzle,2009,DS
1411,Mini Football - Mobile Soccer,301571,10.0 M,4,5.3,GAME SPORTS,197259,39792,18432,9051,37034,FALSE,Dave Mirra Freestyle BMX 2,0.53,Acclaim Entertainment,Sports,2001,PS2
1412,Soccer Kicks (Football),288957,10.0 M,4,0.0,GAME SPORTS,175653,33972,27958,14074,37298,FALSE,Need for Speed: The Run,0.58,Electronic Arts,Action,2011,X360
1413,Fanatical Basketball,276833,10.0 M,4,0.5,GAME SPORTS,188798,28592,20486,9394,29561,FALSE,LEGO Indiana Jones: The Original Adventures,0.01,LucasArts,Action,2008,PS2
1414,PBA® Bowling Challenge,276082,10.0 M,4,0.3,GAME SPORTS,195262,46016,14447,5826,14527,FALSE,Assassin's Creed: Rogue,0.62,Ubisoft,Action,2014,PS3
1415,Touchgrind Skate 2,272380,10.0 M,3,0.7,GAME SPORTS,154533,37974,24205,12601,43063,FALSE,Ridge Racer 7,0.7,Namco Bandai Games,Racing,2006,PS3
1416,Baseball Superstars® 2013,269937,5.0 M,4,0.1,GAME SPORTS,190570,40822,19536,5036,13970,FALSE,A Collection of Activision Classic Games for the Atari 2600,0.52,Activision,Misc,1998,PS
1417,Flip Master,266048,10.0 M,4,0.5,GAME SPORTS,182023,29897,18752,9196,26178,FALSE,Forza Horizon 2,0.78,Microsoft Game Studios,Racing,2014,XOne
1418,Archery Tournament,265926,10.0 M,4,0.0,GAME SPORTS,149106,49116,30239,11901,25562,FALSE,MotorStorm: Pacific Rift,0.67,Sony Computer Entertainment,Racing,2008,PS3
1419,Winner Soccer Evolution,264519,10.0 M,4,1.5,GAME SPORTS,184046,26125,16655,9001,28690,FALSE,Sonic Colors,0.5,Sega,Platform,2010,DS
1420,Shoot Goal - Football Stars Soccer Games 2021,261197,10.0 M,4,0.2,GAME SPORTS,173684,24880,16850,9080,36700,FALSE,Star Wars Knights of the Old Republic II: The Sith Lords,0.33,Activision,Role-Playing,2004,XB
1421,Badminton 3D,258454,10.0 M,4,0.1,GAME SPORTS,165941,39223,24908,6873,21507,FALSE,LEGO Harry Potter: Years 1-4,0.6,Warner Bros. Interactive Entertainment,Action,2010,PS3
1422,Photo Finish Horse Racing,254590,5.0 M,4,435.4,GAME SPORTS,216840,19662,6088,2999,8998,FALSE,Pocket Monsters Stadium,0,Nintendo,Strategy,1998,N64
1423,Basketball Kings: Multiplayer,252130,5.0 M,4,0.0,GAME SPORTS,198907,28125,12033,3178,9884,FALSE,NBA 2K15,0.27,Take-Two Interactive,Sports,2014,PS3
1424,Stickman Soccer 2016,251087,10.0 M,4,0.1,GAME SPORTS,173365,29455,16365,7119,24782,FALSE,Tom Clancy's Ghost Recon 2,0.45,Ubisoft,Shooter,2004,XB
1425,Ultimate Tennis: 3D online sports game,245430,10.0 M,4,0.2,GAME SPORTS,157055,35355,16787,8030,28200,FALSE,Crash Bandicoot 2: N-Tranced,0.66,Vivendi Games,Platform,2003,GBA
1426,Futsal Football 2,243214,10.0 M,2,0.0,GAME SPORTS,84461,12107,13275,8344,125025,FALSE,Burnout Paradise,0.58,Electronic Arts,Racing,2008,X360
1427,Clash of Clans,55766763,500.0 M,4,0.3,GAME STRATEGY,43346128,5404966,2276203,971321,3768141,FALSE,SingStar Abba,0.04,Sony Computer Entertainment,Misc,2008,PS2
1428,Clash Royale,30852360,100.0 M,4,0.4,GAME STRATEGY,21009004,3645468,1655906,777067,3764913,FALSE,Gradius,0.08,Konami Digital Entertainment,Shooter,1986,NES
1429,Lords Mobile: Tower Defense,6548519,100.0 M,4,2.0,GAME STRATEGY,4667558,783541,364754,141812,590852,FALSE,Dragon Quest III: Soshite Densetsu e...,0,Enix Corporation,Role-Playing,1996,SNES
1430,Boom Beach,6055738,50.0 M,4,0.1,GAME STRATEGY,4401189,803632,324777,122057,404080,FALSE,Centipede,0.08,Atari,Shooter,1981,2600
1431,Plants vs. Zombies FREE,5164307,100.0 M,4,0.6,GAME STRATEGY,3744157,524307,276843,139857,479140,FALSE,Yoshi's New Island,0.51,Nintendo,Platform,2014,3DS
1432,Castle Clash: Guild Royale,5013543,100.0 M,4,0.4,GAME STRATEGY,3490753,444434,253620,123462,701271,FALSE,Ryse: Son of Rome,0.42,Microsoft Game Studios,Action,2013,XOne
1433,Grow Empire: Rome,3687571,10.0 M,4,0.6,GAME STRATEGY,2764963,535971,217151,53862,115622,FALSE,Dead to Rights,0.52,Electronic Arts,Shooter,2002,PS2
1434,World of Tanks Blitz PVP MMO 3D tank game for free,3671736,100.0 M,4,1.0,GAME STRATEGY,2525303,392631,182624,110955,460219,FALSE,LEGO Harry Potter: Years 5-7,0.47,Warner Bros. Interactive Entertainment,Action,N/A,Wii
1435,Monster Legends: Breed and Collect,3342006,50.0 M,4,0.4,GAME STRATEGY,2555996,356028,147355,62745,219879,FALSE,Marvel vs. Capcom 3: Fate of Two Worlds,0.29,Capcom,Fighting,2011,PS3
1436,Bid Wars - Storage Auctions and Pawn Shop Tycoon,3120219,10.0 M,4,0.1,GAME STRATEGY,2040765,579613,287144,79355,133340,FALSE,Dance Dance Revolution (Japan),0,Konami Digital Entertainment,Simulation,1999,PS
1437,Clash of Kings : Newly Presented Knight System,2317500,50.0 M,4,0.0,GAME STRATEGY,1492317,268330,147956,76316,332578,FALSE,F1 2010,0.76,Codemasters,Racing,2010,PS3
1438,Vlogger Go Viral: Streamer Tuber Idle Life Games,2120051,10.0 M,4,0.3,GAME STRATEGY,1672347,210475,88357,39902,108966,FALSE,Madden NFL 98,0.03,Electronic Arts,Sports,1997,PS
1439,Stick War: Legacy,1997631,100.0 M,4,2.3,GAME STRATEGY,1594877,141385,68934,38963,153468,FALSE,FIFA Soccer 09,0.73,Electronic Arts,Sports,2008,PSP
1440,State of Survival: The Walking Dead Collaboration,1823903,50.0 M,4,2.7,GAME STRATEGY,1293252,279123,89442,34210,127873,FALSE,Namco Museum DS,0.01,Atari,Misc,2007,DS
1441,Castle Clash: Схватка Гильдий,1727242,10.0 M,4,0.2,GAME STRATEGY,1317062,146795,69614,36254,157515,FALSE,FIFA Soccer 08,0.76,Electronic Arts,Sports,2007,PSP
1442,Clash of Lords 2: Guild Castle,1709263,10.0 M,4,0.0,GAME STRATEGY,1217904,157175,101282,35373,197526,FALSE,Grand Theft Auto: Chinatown Wars,0.57,Take-Two Interactive,Action,2009,DS
1443,Rise of Kingdoms: Lost Crusade,1651636,10.0 M,4,1.5,GAME STRATEGY,1165118,185134,73380,37330,190672,FALSE,Alan Wake,0.51,Microsoft Game Studios,Action,2010,X360
1444,Last Shelter: Survival,1526081,10.0 M,4,691.5,GAME STRATEGY,985247,263163,104963,40419,132287,FALSE,Battlefield: Bad Company,0.36,Electronic Arts,Shooter,2008,PS3
1445,Game of War - Fire Age,1492534,50.0 M,3,0.0,GAME STRATEGY,787791,132570,128828,58422,384920,FALSE,Mortal Kombat X,0.21,Warner Bros. Interactive Entertainment,Fighting,2015,XOne
1446,Megapolis: city building simulator. Urban strategy,1451408,50.0 M,4,0.2,GAME STRATEGY,1018102,214995,74627,35751,107932,FALSE,Samurai Warriors,0.05,Electronic Arts,Action,2004,PS2
1447,Empire: Four Kingdoms | Medieval Strategy MMO,1319150,50.0 M,4,0.1,GAME STRATEGY,814958,193275,100281,44780,165854,FALSE,The Simpsons: Hit & Run,0.58,Vivendi Games,Racing,2003,XB
1448,Castle Crush: Epic Battle - Free Strategy Games,1311005,50.0 M,4,0.9,GAME STRATEGY,963379,139126,67624,29664,111211,FALSE,Devil May Cry 4,0.34,Capcom,Action,2008,X360
1449,League of Legends: Wild Rift,1296343,10.0 M,4,8.4,GAME STRATEGY,897519,136143,68889,36300,157490,FALSE,Tom Clancy's Rainbow Six: Vegas 2,0.45,Ubisoft,Shooter,2008,PS3
1450,King of Thieves,1272102,10.0 M,4,0.2,GAME STRATEGY,912259,165799,66623,29432,97986,FALSE,Monster Hunter Freedom,0.04,Capcom,Role-Playing,2005,PSP
1451,Throne Rush,1225321,10.0 M,4,0.0,GAME STRATEGY,914224,141171,64228,22751,82945,FALSE,Crysis 2,0.5,Electronic Arts,Action,2011,X360
1452,Bid Wars 2: Pawn Shop - Storage Auction Simulator,1006180,10.0 M,4,2.1,GAME STRATEGY,598228,221366,107170,25486,53928,FALSE,SaGa Frontier,0.04,SquareSoft,Role-Playing,1997,PS
1453,Rise of Empires: Ice and Fire,993926,10.0 M,4,5.3,GAME STRATEGY,832782,86268,34499,9882,30492,FALSE,SingStar Party,01.04,Sony Computer Entertainment,Misc,2004,PS2
1454,Mafia City,990104,50.0 M,4,2.2,GAME STRATEGY,678367,108437,40951,23586,138761,FALSE,FIFA Soccer 08,0.89,Electronic Arts,Sports,2007,X360
1455,Forge of Empires: Build your City,981368,10.0 M,4,0.7,GAME STRATEGY,661812,170284,55103,24310,69855,FALSE,The ICO & Shadow of the Colossus Collection,0.37,Sony Computer Entertainment,Adventure,2011,PS3
1456,King of Avalon: Dominion,929429,50.0 M,4,2.5,GAME STRATEGY,613067,155707,66444,21163,73046,FALSE,Test Drive,0.21,Atari,Racing,2002,PS2
1457,aa,905021,50.0 M,4,0.0,GAME STRATEGY,608721,105113,66943,23677,100565,FALSE,Mario & Luigi: Partners in Time,0.07,Nintendo,Role-Playing,2005,DS
1458,Mobile Strike,897313,50.0 M,3,0.2,GAME STRATEGY,491163,71390,71929,34966,227863,FALSE,Lost Planet: Extreme Condition,0.04,Capcom,Shooter,2006,X360
1459,Bloons TD Battles,896950,10.0 M,4,0.4,GAME STRATEGY,614582,116548,53505,23239,89073,FALSE,Mortal Kombat 3,0.27,Acclaim Entertainment,Fighting,1994,GEN
1460,Last Empire - War Z: Strategy,874080,50.0 M,4,0.0,GAME STRATEGY,555162,84313,59108,29384,146111,FALSE,Doom 3,0.43,Activision,Shooter,2005,XB
1461,Alien Creeps TD - Epic tower defense,853029,10.0 M,4,0.2,GAME STRATEGY,587382,144144,56887,19392,45222,FALSE,Donkey Kong Jungle Beat,0.22,Nintendo,Platform,2004,GC
1462,Vainglory,830008,10.0 M,3,0.0,GAME STRATEGY,464657,63877,52953,38624,209896,FALSE,Need for Speed Carbon,0.05,Electronic Arts,Racing,2006,PS2
1463,Jungle Heat: War of Clans,828238,10.0 M,4,0.0,GAME STRATEGY,577865,84762,49003,21305,95300,FALSE,Max Payne 2: The Fall of Max Payne,0.51,Take-Two Interactive,Shooter,2003,PS2
1464,The Walking Dead No Man's Land,796172,10.0 M,4,0.3,GAME STRATEGY,583685,128382,39518,12969,31616,FALSE,Command & Conquer: Red Alert 2,0.02,Electronic Arts,Strategy,2000,PC
1465,Art of War: Legions,780016,10.0 M,4,1.4,GAME STRATEGY,603243,59946,33610,18683,64532,FALSE,MVP Baseball 2004,0.06,Electronic Arts,Sports,2004,PS2
1466,DomiNations,762869,10.0 M,4,0.6,GAME STRATEGY,466955,107353,49516,27844,111198,FALSE,WWE SmackDown vs Raw 2008,0.5,THQ,Fighting,2007,PS3
1467,World at Arms,757664,10.0 M,4,0.1,GAME STRATEGY,472981,111421,60179,22066,91014,FALSE,Ratchet & Clank: Up Your Arsenal (Weekly american sales),0.05,Sony Computer Entertainment,Platform,2004,PS2
1468,Heroes of Order & Chaos,722453,10.0 M,3,0.0,GAME STRATEGY,351940,72277,81782,35723,180728,FALSE,Your Shape: Fitness Evolved,0.42,Ubisoft,Sports,2010,X360
1469,METAL SLUG DEFENSE,696205,10.0 M,4,0.0,GAME STRATEGY,435793,80415,54019,22820,103155,FALSE,Rage,0.59,Bethesda Softworks,Shooter,2011,PS3
1470,Army Men Strike - Military Strategy Simulator,676749,10.0 M,4,0.3,GAME STRATEGY,422859,100905,53376,21444,78163,FALSE,Skylanders SWAP Force,0.36,Activision,Platform,2013,X360
1471,Toilet Time: Boredom killer Fun Mini Games to Play,635321,10.0 M,4,0.1,GAME STRATEGY,433140,77119,45368,18233,61458,FALSE,NBA 2K14,0.31,Take-Two Interactive,Sports,2013,PS4
1472,Castle Clash: Dominio del Reino,602797,5.0 M,4,0.1,GAME STRATEGY,433538,59595,35035,13775,60851,FALSE,Spider-Man: The Movie,0.35,Activision,Action,2002,GBA
1473,Final Fantasy XV: A New Empire,569186,10.0 M,3,0.0,GAME STRATEGY,304445,59056,36586,24957,144139,FALSE,WWF War Zone,0.24,Acclaim Entertainment,Fighting,1998,N64
1474,Dead Ahead: Zombie Warfare,568510,5.0 M,4,0.5,GAME STRATEGY,392543,103364,34155,12562,25883,FALSE,Tony Hawk's Pro Skater,0.38,Activision,Sports,2000,GB
1475,Lapse: A Forgotten Future,562637,10.0 M,4,0.5,GAME STRATEGY,434058,81401,22158,8120,16898,FALSE,The Sims: Bustin' Out,0.35,Electronic Arts,Simulation,2003,GBA
1476,Heroes Evolved,544851,10.0 M,3,0.3,GAME STRATEGY,292552,45804,41854,27186,137452,FALSE,Triple Play 2001,0.5,Electronic Arts,Sports,2000,PS
1477,Dawn of Titans: War Strategy RPG,524835,5.0 M,4,0.1,GAME STRATEGY,341458,71787,26215,12587,72786,FALSE,Metroid Prime 2: Echoes,0.35,Nintendo,Shooter,2004,GC
1478,Toy Defence 2 — Tower Defense game,501511,10.0 M,4,0.4,GAME STRATEGY,320724,112757,39353,9751,18924,FALSE,UFC Undisputed 2010,0.31,THQ,Fighting,2010,X360
1479,2020: My Country,496584,5.0 M,4,0.2,GAME STRATEGY,335371,87414,43397,10356,20044,FALSE,Final Fantasy X / X-2 HD Remaster,0.4,Square Enix,Role-Playing,2013,PS3
1480,Random Dice: PvP Defense,495783,5.0 M,4,1.9,GAME STRATEGY,316232,65590,33735,15012,65212,FALSE,Corvette,0.51,TDK Mediactive,Racing,2004,PS2
1481,South Park: Phone Destroyer™ - Battle Card Game,494150,10.0 M,4,0.6,GAME STRATEGY,362231,60537,23406,12899,35075,FALSE,Petz Wild Animals: Dolphinz,0.48,Ubisoft,Simulation,2007,DS
1482,Castle Clash: King's Castle DE,486733,5.0 M,4,0.1,GAME STRATEGY,340025,50808,29083,12367,54448,FALSE,Pokemon Ranger: Guardian Signs,0.17,Nintendo,Role-Playing,2010,DS
1483,Clash of Lords: Guild Castle,485836,5.0 M,4,0.0,GAME STRATEGY,383318,46683,22748,7652,25432,FALSE,Middle-Earth: Shadow of Mordor,0.5,Warner Bros. Interactive Entertainment,Action,2014,XOne
1484,Empires and Allies,457050,10.0 M,4,0.2,GAME STRATEGY,314731,62310,26605,11998,41403,FALSE,Need for Speed Underground Rivals,0.38,Electronic Arts,Racing,2005,PSP
1485,Mini Warriors,447416,5.0 M,4,0.0,GAME STRATEGY,300485,52687,22901,11410,59931,FALSE,LEGO Batman: The Videogame,0.42,Warner Bros. Interactive Entertainment,Action,2008,PS3
1486,Invasion: Modern Empire,422883,10.0 M,4,0.1,GAME STRATEGY,294392,36040,18450,9900,64100,FALSE,Dark Souls II,0.36,Namco Bandai Games,Role-Playing,2014,PS3
1487,Tentacle Wars ™,421429,1.0 M,4,0.2,GAME STRATEGY,251910,93594,43204,11421,21298,FALSE,World of Warcraft: Wrath of the Lich King,0.13,Activision,Role-Playing,2008,PC
1488,Realm Defense: Epic Tower Defense Strategy Game,420713,5.0 M,4,0.3,GAME STRATEGY,322394,53126,16505,8143,20542,FALSE,Kingdom Hearts II,0.43,Square Enix,Role-Playing,2014,PS3
1489,Reactor ☢️ - Idle Manager- Energy Sector Tycoon,419861,5.0 M,4,3.1,GAME STRATEGY,311407,63346,24981,7050,13074,FALSE,The LEGO Movie Videogame,0.52,Warner Bros. Interactive Entertainment,Action,2014,X360
1490,My Virtual Pet Shop: Take Care of Pets & Animals🐶,411981,10.0 M,4,997.8,GAME STRATEGY,322419,39157,18834,8957,22612,FALSE,TOCA 2: Touring Cars,1.16,Codemasters,Racing,1998,PS
1491,Gods of Olympus,410590,1.0 M,4,1.2,GAME STRATEGY,296444,71858,22980,5513,13792,FALSE,Gyromite,0.16,Nintendo,Puzzle,1985,NES
1492,Disney Heroes: Battle Mode,403144,10.0 M,4,0.8,GAME STRATEGY,276595,47615,22779,12123,44030,FALSE,NFL 2K3,0.08,Atari,Sports,2002,PS2
1493,Deep Town: Mining Factory,399706,5.0 M,4,0.9,GAME STRATEGY,312504,38206,18255,10389,20349,FALSE,Fighting Force,0.5,Eidos Interactive,Fighting,1997,PS
1494,War and Order,398705,10.0 M,4,1.7,GAME STRATEGY,246663,68774,30684,11394,41188,FALSE,Mega Man Battle Network 4: Red Sun / Blue Moon,0.04,Capcom,Role-Playing,2003,GBA
1495,Survival Arena,398659,1.0 M,4,0.0,GAME STRATEGY,235304,104269,43047,6038,9998,FALSE,MAG: Massive Action Game,0.3,Sony Computer Entertainment,Shooter,2010,PS3
1496,Virtual City® Playground: Building Tycoon,389030,5.0 M,4,0.1,GAME STRATEGY,252459,76356,37873,8746,13594,FALSE,Madden NFL 97,0.5,Electronic Arts,Sports,1996,PS
1497,Castle Clash : Guild Royale,386714,5.0 M,4,0.1,GAME STRATEGY,273466,47670,23645,8428,33503,FALSE,Cars 2,0.44,Disney Interactive Studios,Racing,2011,DS
1498,Clash of Lords 2: Битва Легенд,384682,1.0 M,4,0.0,GAME STRATEGY,318938,29917,10238,4649,20937,FALSE,Skylanders Giants,0.45,Activision,Action,2012,X360
1499,Top War: Battle Game,369562,10.0 M,4,8.4,GAME STRATEGY,289130,24934,10808,7421,37267,FALSE,LEGO Batman: The Videogame,0.46,Warner Bros. Interactive Entertainment,Action,N/A,PSP
1500,Empire Z: Endless War,366186,5.0 M,3,0.1,GAME STRATEGY,198511,55685,35432,18508,58047,FALSE,TNN Motor Sports Hardcore 4x4,0.5,ASC Games,Racing,1996,PS
1501,Warlings: Armageddon,362447,10.0 M,4,0.4,GAME STRATEGY,244893,44617,27630,11580,33724,FALSE,IHRA Drag Racing 2,0.5,Bethesda Softworks,Racing,2002,PS2
1502,Age of Z Origins,360216,10.0 M,4,1.5,GAME STRATEGY,247952,47567,23604,9260,31830,FALSE,The Beatles: Rock Band,0.23,MTV Games,Misc,2009,X360
1503,انتقام السلاطين,347182,10.0 M,3,1.1,GAME STRATEGY,231474,20632,16026,8993,70055,FALSE,Tekken 6,0.42,Namco Bandai Games,Fighting,2009,X360
1504,Total Conquest,346748,10.0 M,3,0.3,GAME STRATEGY,206791,30098,24620,15284,69953,FALSE,[Prototype],0.35,Activision,Action,2009,X360
1505,Chess Live,340261,10.0 M,4,0.1,GAME STRATEGY,220141,42941,24403,10283,42491,FALSE,Deal or No Deal,0,Zoo Games,Misc,2009,Wii
1506,Onmyoji Arena,338283,5.0 M,4,0.5,GAME STRATEGY,231892,42256,19681,10169,34282,FALSE,Madagascar,0.45,Activision,Platform,2005,PS2
1507,Narcos: Cartel Wars. Build an Empire with Strategy,333150,10.0 M,4,0.4,GAME STRATEGY,260113,26447,13258,7791,25539,FALSE,Rugrats Studio Tour,0.67,THQ,Adventure,1999,PS
1508,March of Empires: War of Lords,331561,10.0 M,3,0.3,GAME STRATEGY,187712,43663,22820,13795,63568,FALSE,LEGO Battles,0.38,Warner Bros. Interactive Entertainment,Strategy,2009,DS
1509,Chess Rush,331178,5.0 M,3,0.5,GAME STRATEGY,190352,35496,22340,15112,67875,FALSE,Pitfall II: Lost Caverns,0.07,Activision,Platform,1983,2600
1510,War and Magic: Kingdom Reborn,330020,5.0 M,4,0.6,GAME STRATEGY,204234,51551,18934,7902,47396,FALSE,Turok: Evolution,0.5,Acclaim Entertainment,Shooter,2002,PS2
1511,Supermarket Mania Journey,324991,10.0 M,4,0.7,GAME STRATEGY,214459,52688,31882,10897,15062,FALSE,High School Musical 3: Senior Year DANCE!,0.49,Disney Interactive Studios,Misc,2008,Wii
1512,War Heroes: Strategy Card Game for Free,319868,10.0 M,4,0.1,GAME STRATEGY,233685,22290,15190,9040,39660,FALSE,Gold's Gym: Cardio Workout,0.04,Ubisoft,Sports,2008,Wii
1513,TRANSFORMERS: Earth Wars,318917,10.0 M,4,0.4,GAME STRATEGY,230933,39731,14966,7652,25632,FALSE,Burnout 3: Takedown,0.43,Electronic Arts,Racing,2004,XB
